XUSXEYAF=MO07:00-10:00,TU05:06-10:11,WE00:00-21:35,TH13:33-14:44,FR19:15-20:29,SA00:16-00:47,SU01:05-09:15,
WLOOGEFO=MO06:16-08:21,TU10:13-15:15,WE12:48-13:58,TH00:09-00:24,FR03:10-06:17,SA01:05-02:25,SU02:06-13:45,
YJXXJIUZ=MO21:49-22:55,TU03:02-20:09,WE02:18-13:33,TH09:05-12:48,FR05:07-20:20,SA03:47-09:57,SU10:31-16:33,
WUWXQWCH=MO08:00-22:10,TU01:01-07:03,WE01:01-04:03,TH06:05-13:50,FR01:05-02:07,SA03:03-13:56,SU20:41-21:45,
ECVKNBQM=MO00:02-00:12,TU07:31-13:52,WE03:25-14:56,TH16:37-17:54,FR11:41-12:47,SA05:11-22:12,SU00:08-07:51,
GQOVZVVD=MO01:01-07:04,TU02:00-20:09,WE04:30-12:36,TH12:12-15:13,FR04:09-07:34,SA01:33-14:35,SU00:01-04:04,
ZVPPAGZZ=MO02:09-07:29,TU08:41-12:45,WE05:04-10:05,TH02:00-11:45,FR09:02-12:17,SA15:03-20:32,SU00:05-00:50,
MYDZSZRV=MO00:00-01:08,TU04:04-07:06,WE01:35-18:57,TH03:18-10:24,FR01:08-22:49,SA00:17-17:26,SU00:18-07:27,
XTRBRBSX=MO00:02-00:33,TU10:06-12:47,WE00:08-02:11,TH05:20-21:22,FR09:01-11:24,SA06:09-14:48,SU00:03-03:13,
HZARNVLP=MO02:09-13:28,TU00:16-04:18,WE06:07-07:38,TH10:24-14:35,FR10:00-16:01,SA02:30-12:49,SU05:20-12:24,
IZZKGINC=MO06:02-18:03,TU02:29-08:44,WE10:25-16:33,TH06:00-09:00,FR03:00-04:02,SA01:14-06:20,SU00:26-00:40,
XMLWLZGF=MO17:14-21:41,TU01:02-12:11,WE09:27-20:47,TH08:00-22:01,FR01:04-03:09,SA17:31-20:43,SU00:00-06:11,
YDJHLZDZ=MO06:03-09:25,TU09:12-21:37,WE03:08-04:27,TH16:35-18:39,FR11:16-17:21,SA08:12-12:54,SU05:01-16:34,
XRNDKPWT=MO09:23-12:50,TU07:03-09:11,WE01:12-02:18,TH00:14-01:31,FR07:05-12:12,SA03:00-06:13,SU08:08-14:29,
LMJXMYDT=MO12:14-16:15,TU01:28-07:31,WE01:16-06:27,TH05:14-15:52,FR12:43-15:58,SA04:23-22:57,SU02:06-04:10,
FMGANXQL=MO15:13-18:48,TU05:32-20:49,WE01:23-05:54,TH15:40-20:41,FR09:09-15:46,SA00:43-10:55,SU14:25-19:50,
CXQFHOXF=MO03:00-09:17,TU07:24-16:49,WE02:03-04:21,TH11:19-12:47,FR12:08-15:14,SA11:48-12:51,SU16:05-17:13,
PPSPFDBK=MO05:04-11:34,TU09:01-10:04,WE06:52-14:58,TH03:52-13:54,FR09:23-13:26,SA05:28-22:39,SU03:06-05:18,
VGNYUJVK=MO09:02-15:11,TU02:36-04:56,WE09:13-14:29,TH00:26-08:41,FR07:00-08:02,SA01:26-13:47,SU02:28-13:43,
OPORPTQF=MO03:08-17:51,TU00:26-13:34,WE01:03-19:04,TH01:15-05:18,FR14:06-17:22,SA17:35-18:41,SU06:05-17:36,
CSFXMSKO=MO16:21-17:48,TU01:11-02:13,WE01:09-06:46,TH02:41-05:48,FR01:02-04:35,SA15:06-17:10,SU00:13-02:28,
GEIDXAGX=MO02:10-07:15,TU02:28-16:47,WE05:33-17:50,TH00:04-01:11,FR07:00-10:00,SA18:48-19:54,SU02:07-03:19,
GYJGUWQT=MO02:43-16:48,TU02:04-13:49,WE05:46-12:58,TH13:00-18:00,FR11:14-12:34,SA08:41-09:56,SU07:01-08:52,
CBSCXPSO=MO07:09-10:50,TU07:00-18:01,WE02:02-15:32,TH01:40-22:51,FR07:05-16:12,SA00:09-18:19,SU12:16-16:18,
XFDPPUXL=MO11:04-12:54,TU00:24-07:25,WE10:02-11:09,TH21:10-22:24,FR01:12-12:13,SA13:10-20:34,SU11:00-15:22,
RKIJMWXR=MO08:36-10:50,TU05:16-09:47,WE01:05-05:19,TH07:00-19:00,FR02:01-08:02,SA07:01-08:49,SU00:06-01:10,
XPUENSQC=MO05:08-08:51,TU10:12-15:45,WE07:09-12:27,TH01:09-03:35,FR01:17-20:31,SA14:00-20:02,SU02:09-09:20,
OOFCXIUG=MO02:10-03:11,TU13:45-21:49,WE05:17-17:26,TH00:26-20:43,FR09:00-12:16,SA05:06-10:24,SU12:18-19:21,
REQYIZRN=MO03:24-05:43,TU05:00-09:02,WE07:10-08:56,TH00:21-01:28,FR01:24-07:28,SA06:25-12:28,SU00:01-03:10,
DKKLQYLZ=MO10:03-17:54,TU02:09-04:28,WE00:12-00:13,TH00:00-00:00,FR02:09-12:17,SA05:07-09:38,SU00:00-22:02,
GZWWCPCY=MO05:11-15:21,TU02:22-04:55,WE03:00-04:11,TH01:01-02:06,FR00:22-01:31,SA06:04-16:55,SU00:10-00:26,
VHBUTSJM=MO12:03-21:04,TU04:02-08:14,WE01:00-20:01,TH05:01-17:41,FR08:00-15:01,SA02:01-15:05,SU10:06-11:12,
HEEFRJBE=MO05:08-06:24,TU06:01-11:03,WE13:00-19:03,TH07:22-13:34,FR04:02-11:07,SA10:20-18:46,SU00:31-13:52,
MRYFDZBN=MO15:23-17:34,TU09:18-11:33,WE00:06-14:07,TH06:21-20:35,FR06:52-18:55,SA00:32-08:47,SU00:26-14:57,
NDQTJOZK=MO03:46-14:50,TU09:05-14:28,WE06:06-14:11,TH02:08-03:40,FR00:11-20:55,SA01:11-18:57,SU00:27-03:33,
QCYQNPCX=MO12:06-13:07,TU11:01-21:06,WE00:31-12:33,TH09:01-18:34,FR01:41-02:45,SA07:03-17:42,SU10:17-16:32,
RXNCOZCX=MO00:08-03:56,TU00:03-02:27,WE02:24-06:46,TH03:42-17:46,FR04:11-07:33,SA00:13-00:56,SU00:35-02:53,
LGXTEUKH=MO01:12-03:32,TU04:27-13:54,WE00:05-12:06,TH05:31-19:43,FR00:21-21:53,SA01:06-10:35,SU03:31-09:50,
MRSZUSXX=MO06:00-08:16,TU02:06-04:10,WE00:21-02:41,TH00:03-01:33,FR08:12-22:49,SA06:01-21:16,SU01:12-08:14,
NWGYYZNV=MO00:04-01:53,TU02:01-04:12,WE04:05-22:30,TH08:01-09:05,FR05:06-20:20,SA00:30-02:57,SU01:11-09:33,
DYNCHUCX=MO02:08-08:23,TU07:08-21:54,WE10:10-18:35,TH03:03-05:09,FR00:25-02:30,SA10:00-19:00,SU02:15-09:42,
DOELKXPQ=MO06:16-21:20,TU16:31-21:54,WE02:12-05:32,TH00:40-09:55,FR05:18-19:33,SA06:20-20:21,SU10:03-15:19,
RVTVESUX=MO03:35-06:36,TU00:09-00:55,WE05:04-15:19,TH09:10-16:56,FR04:13-07:19,SA02:29-06:41,SU00:13-02:28,
EKVYPCRV=MO04:05-13:07,TU03:14-06:36,WE19:02-20:12,TH03:09-18:11,FR02:08-03:22,SA00:11-03:41,SU07:15-22:26,
OQNJYRSH=MO11:28-14:44,TU01:04-17:42,WE18:03-21:04,TH14:04-16:08,FR01:17-06:40,SA01:21-03:34,SU02:05-03:09,
GJXQNXJQ=MO11:01-17:12,TU03:00-17:04,WE01:11-06:12,TH03:00-17:10,FR05:05-15:25,SA08:11-22:50,SU00:00-18:42,
NMGYDMVA=MO00:28-15:51,TU00:29-02:38,WE04:28-17:30,TH01:00-22:05,FR10:16-11:29,SA13:36-22:46,SU02:13-07:17,
XQMKXJZD=MO01:19-06:41,TU07:06-14:44,WE00:28-01:30,TH13:01-16:02,FR04:06-08:56,SA11:30-15:31,SU09:07-19:15,
QBWNAXGN=MO17:09-22:29,TU04:35-07:43,WE01:45-03:56,TH04:02-07:06,FR07:41-09:43,SA13:00-21:01,SU04:30-05:39,
OTRDFXVL=MO00:11-01:27,TU05:46-07:57,WE18:41-22:53,TH01:00-20:01,FR08:17-22:36,SA01:15-02:20,SU12:09-15:30,
AQKXXBPX=MO00:21-03:26,TU05:04-10:12,WE00:08-05:09,TH00:00-04:01,FR15:29-22:30,SA03:01-16:09,SU00:11-11:16,
XAQKJXIP=MO09:13-10:45,TU12:08-22:15,WE06:16-10:31,TH00:23-01:36,FR13:30-22:37,SA14:20-17:29,SU14:08-18:15,
HYKNNYHZ=MO02:00-03:05,TU00:37-05:45,WE01:34-08:37,TH05:20-22:53,FR16:28-17:58,SA03:33-04:38,SU04:18-08:39,
CAELXYTW=MO02:09-07:16,TU06:15-07:58,WE00:18-01:41,TH10:00-17:01,FR06:33-13:35,SA02:38-19:50,SU00:46-05:55,
UZXXSLVR=MO00:02-00:05,TU00:04-00:26,WE02:00-14:02,TH01:00-04:00,FR02:00-04:22,SA11:38-17:40,SU20:24-21:54,
XNEQICEV=MO04:01-05:04,TU00:02-22:30,WE03:04-06:34,TH10:31-13:35,FR00:01-03:03,SA00:01-02:02,SU02:02-14:03,
PSRXIECE=MO02:03-04:04,TU01:31-04:53,WE20:03-22:17,TH04:45-21:57,FR06:02-13:03,SA04:03-13:53,SU01:25-02:50,
ABELGEZQ=MO09:23-19:48,TU06:09-15:10,WE02:17-13:42,TH03:06-05:21,FR09:13-18:31,SA00:03-20:08,SU06:34-22:39,
WYWQTXDT=MO04:10-07:18,TU03:00-05:23,WE12:07-17:40,TH05:03-12:06,FR02:22-04:39,SA01:26-11:40,SU01:00-12:01,
CWWKJYHB=MO11:37-12:54,TU00:15-22:18,WE07:24-10:43,TH00:00-13:01,FR04:03-14:25,SA16:07-21:08,SU05:06-11:20,
JYNKLYQD=MO00:00-03:00,TU21:08-22:44,WE08:17-17:46,TH05:03-11:07,FR11:12-13:55,SA04:02-05:10,SU01:24-02:30,
OKZXQWEK=MO01:05-02:38,TU07:12-15:29,WE00:03-04:04,TH08:17-10:26,FR00:10-01:18,SA10:46-19:57,SU06:03-12:49,
JYQWJKKO=MO01:22-07:35,TU11:14-14:18,WE06:03-10:08,TH04:01-07:12,FR19:01-21:04,SA03:00-10:15,SU00:21-00:42,
BATBOVKY=MO01:21-06:29,TU16:05-21:21,WE02:00-03:16,TH11:04-20:08,FR01:32-03:33,SA02:05-14:09,SU04:04-08:07,
WOSOBPWX=MO11:21-16:52,TU03:08-14:37,WE00:45-09:50,TH00:09-02:32,FR15:21-19:33,SA09:05-18:19,SU04:18-05:55,
YBMWFQSM=MO05:06-11:45,TU07:10-13:14,WE02:02-11:55,TH16:30-22:43,FR00:03-00:18,SA00:00-03:00,SU00:18-01:55,
MUFFOFEK=MO03:01-18:02,TU11:00-16:03,WE07:10-08:17,TH00:02-02:39,FR04:15-17:27,SA18:35-20:53,SU01:20-06:43,
SPSRTVQX=MO09:19-16:48,TU01:28-02:35,WE12:09-13:10,TH01:13-04:17,FR13:02-14:14,SA03:06-11:18,SU07:24-11:52,
SCSFUUZC=MO05:17-12:28,TU11:54-13:55,WE04:19-21:51,TH03:12-12:41,FR02:17-07:33,SA00:09-00:21,SU02:02-03:03,
WMGHHUPI=MO05:02-11:21,TU12:03-14:55,WE03:01-12:02,TH07:35-15:37,FR00:29-13:50,SA04:10-07:49,SU06:00-20:06,
XCDBYRRH=MO02:08-04:14,TU05:36-10:47,WE08:34-09:42,TH00:37-00:43,FR00:01-08:05,SA11:26-14:29,SU04:20-09:25,
GSAIQZBH=MO06:15-22:22,TU01:08-08:41,WE01:09-02:13,TH00:06-01:52,FR15:42-16:47,SA15:27-21:32,SU00:16-14:24,
LANLKNKD=MO13:14-20:32,TU08:07-21:55,WE01:41-06:46,TH03:02-05:06,FR04:07-10:14,SA02:01-06:14,SU05:23-14:39,
NYNGRRJO=MO00:00-01:30,TU00:03-15:35,WE01:23-11:55,TH08:01-10:28,FR01:07-08:29,SA03:00-08:01,SU00:25-01:43,
CNBSHGMV=MO00:46-22:47,TU00:15-04:24,WE00:00-02:12,TH09:11-10:19,FR05:25-06:49,SA00:46-05:49,SU04:26-14:47,
BKSBCUGU=MO03:04-16:08,TU03:28-17:34,WE00:04-21:34,TH07:01-18:02,FR06:46-18:53,SA07:21-10:53,SU08:00-17:05,
OFSTHXVS=MO18:24-21:49,TU07:11-11:17,WE04:00-05:09,TH03:21-05:30,FR07:12-11:33,SA06:00-15:54,SU01:10-05:31,
HDQTQPLS=MO00:06-03:31,TU02:29-07:56,WE06:28-11:48,TH06:16-14:43,FR03:24-04:26,SA04:16-13:24,SU00:00-01:00,
DNXJGECG=MO02:02-04:04,TU04:03-12:22,WE01:13-02:55,TH01:00-04:01,FR00:18-15:19,SA03:02-06:13,SU04:00-09:32,
GMIFTTGO=MO00:17-03:21,TU13:04-21:20,WE05:01-09:37,TH19:21-20:30,FR04:02-15:03,SA04:00-05:11,SU08:03-09:46,
IUKCIZIV=MO03:12-04:26,TU08:02-17:34,WE01:21-04:45,TH01:42-16:55,FR13:01-15:11,SA01:29-03:36,SU10:15-13:28,
QCCDBJGI=MO14:21-16:48,TU02:21-13:57,WE08:05-16:34,TH09:01-11:11,FR03:35-06:36,SA07:12-15:50,SU04:00-18:05,
PMKQYAOV=MO03:13-08:31,TU00:06-01:22,WE00:01-01:14,TH06:40-20:53,FR12:01-19:05,SA03:23-06:31,SU04:14-05:28,
YSXZBOSK=MO08:02-11:23,TU07:08-09:14,WE03:00-15:00,TH02:16-19:32,FR02:13-04:44,SA02:05-11:37,SU00:16-02:45,
ZFHRFCMT=MO12:15-13:51,TU13:13-22:20,WE04:04-11:07,TH10:17-20:24,FR08:15-09:49,SA00:12-09:58,SU02:05-04:26,
MLPXCLIO=MO05:27-09:51,TU03:16-04:30,WE02:12-12:24,TH07:12-18:32,FR04:39-06:48,SA02:16-06:41,SU05:22-17:23,
TGTOQICD=MO02:06-22:37,TU00:04-06:32,WE00:02-02:25,TH02:20-06:36,FR16:01-19:02,SA03:02-05:38,SU07:34-13:45,
WTCITHZQ=MO10:00-21:00,TU04:03-05:38,WE03:48-05:56,TH13:25-19:56,FR04:16-14:36,SA15:17-21:20,SU01:35-05:41,
YGBIFBXX=MO11:01-21:19,TU00:02-00:17,WE03:05-14:13,TH15:00-16:15,FR01:07-03:12,SA15:05-18:57,SU02:10-06:26,
QCNXGXWY=MO00:29-01:45,TU00:21-18:37,WE05:13-10:32,TH04:04-09:19,FR04:22-11:35,SA00:20-05:47,SU15:11-18:33,
TIQMXLXX=MO12:28-17:34,TU03:08-07:56,WE19:01-20:37,TH05:05-09:22,FR05:07-15:16,SA00:44-02:55,SU02:12-21:47,
UPJMXAEV=MO02:22-22:32,TU05:01-07:13,WE09:39-14:51,TH08:14-11:34,FR06:03-18:42,SA12:07-17:28,SU15:10-19:16,
AKCKKAOI=MO07:00-13:08,TU08:10-09:55,WE01:49-20:52,TH09:04-11:05,FR04:10-20:22,SA00:07-14:13,SU14:15-21:46,
VRMJHQKS=MO11:17-13:41,TU08:19-13:28,WE05:04-13:08,TH11:12-12:51,FR02:10-05:26,SA05:16-11:30,SU09:09-14:57,
PRAHTUDG=MO00:19-13:36,TU13:08-17:46,WE06:21-10:49,TH06:38-07:57,FR00:05-17:17,SA00:47-08:51,SU03:13-12:19,
GLIKBGIU=MO01:03-19:07,TU09:01-21:12,WE01:00-02:43,TH02:02-09:05,FR01:31-12:52,SA13:02-19:03,SU07:03-14:06,
VORNTJLA=MO06:17-11:37,TU17:03-18:14,WE01:09-17:11,TH00:29-01:54,FR00:01-01:29,SA00:17-17:23,SU13:12-21:33,
XDABTUVI=MO06:10-08:20,TU01:01-03:23,WE05:05-16:07,TH02:46-03:50,FR02:13-04:44,SA02:33-04:43,SU04:27-05:45,
BFPBHYXZ=MO05:03-12:14,TU07:35-09:37,WE00:00-00:31,TH07:06-22:34,FR02:02-04:20,SA01:00-13:01,SU10:11-21:21,
RFZBDBSY=MO04:04-20:42,TU16:06-22:08,WE08:45-18:58,TH00:39-00:42,FR06:22-16:35,SA00:07-08:14,SU11:05-16:26,
XFXMKJLX=MO04:11-13:23,TU03:00-06:14,WE00:27-02:54,TH00:02-05:13,FR05:07-06:18,SA11:01-19:18,SU10:07-15:18,
RBBQHLMC=MO03:04-06:33,TU08:07-10:22,WE12:12-21:14,TH00:00-11:02,FR12:34-18:42,SA01:00-08:02,SU00:00-00:00,
TVWJXFSE=MO01:18-06:37,TU09:12-11:33,WE04:11-15:12,TH08:00-11:12,FR03:01-10:24,SA02:08-03:11,SU05:41-16:54,
CEMQDADC=MO09:01-13:25,TU07:00-10:08,WE02:01-03:05,TH00:04-12:58,FR15:34-22:55,SA05:05-06:19,SU01:11-02:19,
IDHOHWXC=MO08:00-14:15,TU06:02-08:13,WE04:02-21:07,TH00:01-02:35,FR02:32-05:55,SA01:27-06:38,SU00:35-08:55,
NDCCSKFE=MO08:15-12:21,TU16:06-17:10,WE04:18-13:22,TH00:18-02:44,FR02:49-07:51,SA01:31-04:57,SU03:06-04:12,
LRWPGLLU=MO00:00-00:04,TU12:00-22:03,WE15:01-19:02,TH13:00-20:01,FR05:38-09:50,SA03:07-11:26,SU01:15-09:25,
UGUQXXOB=MO00:04-08:28,TU01:05-02:17,WE00:05-04:53,TH03:05-10:17,FR00:07-16:27,SA08:06-20:10,SU00:04-01:06,
LZJKTOCD=MO05:02-08:08,TU02:01-15:08,WE02:17-08:26,TH01:13-13:27,FR15:04-22:30,SA03:07-15:27,SU02:34-06:49,
PXTELLQT=MO00:09-02:24,TU13:29-15:34,WE07:06-09:24,TH11:03-22:08,FR01:14-04:35,SA06:09-17:22,SU00:00-11:01,
BPOAEKDR=MO07:00-12:00,TU13:35-16:38,WE02:15-14:38,TH06:13-21:21,FR00:26-01:41,SA00:04-18:12,SU18:20-19:40,
FLRGDWOX=MO01:01-02:23,TU04:02-17:12,WE16:07-17:20,TH15:48-21:57,FR10:06-18:26,SA02:05-03:33,SU10:07-11:13,
XXIQPNZK=MO05:14-07:21,TU07:08-12:13,WE00:17-19:43,TH00:04-15:05,FR02:00-03:01,SA00:17-18:27,SU09:22-16:30,
KFITLMTO=MO01:15-15:52,TU00:25-13:29,WE02:12-08:53,TH09:43-12:50,FR09:04-10:45,SA00:11-17:15,SU05:10-06:21,
MKCZYOJD=MO01:15-02:17,TU01:44-12:45,WE00:52-02:57,TH00:12-01:44,FR00:09-03:41,SA17:04-20:05,SU00:38-00:56,
GCZTZUVM=MO02:09-18:22,TU12:01-18:03,WE17:01-21:10,TH07:25-08:26,FR00:07-03:15,SA07:12-15:49,SU05:09-10:10,
NQBTEQHV=MO02:02-08:42,TU00:00-00:37,WE03:17-11:25,TH01:01-02:19,FR05:14-11:31,SA05:10-12:25,SU03:48-05:49,
HVZJNNBC=MO06:00-12:02,TU04:34-13:35,WE01:49-22:55,TH07:15-08:49,FR02:11-11:18,SA00:04-08:38,SU03:15-09:22,
XOOXIGXZ=MO01:08-16:36,TU19:01-22:27,WE02:04-04:12,TH00:03-20:39,FR10:23-13:42,SA01:02-06:06,SU00:23-00:44,
HHBFMUFW=MO01:06-02:33,TU01:07-02:15,WE02:02-11:32,TH04:08-13:22,FR02:12-06:16,SA04:02-19:47,SU08:05-10:08,
CNSFTAPU=MO12:02-13:17,TU04:32-11:45,WE00:29-02:40,TH14:46-20:48,FR09:01-20:37,SA03:00-12:02,SU10:05-13:28,
VEXKVTTO=MO14:13-20:24,TU04:48-10:52,WE07:07-15:37,TH01:27-20:50,FR09:14-11:51,SA06:20-13:22,SU01:00-09:11,
QXHXLLCR=MO04:02-12:22,TU13:07-15:55,WE13:16-17:23,TH00:52-01:55,FR00:31-20:51,SA00:00-10:05,SU08:01-18:03,
KNDUQKCR=MO00:04-06:26,TU02:10-10:37,WE03:00-04:08,TH18:17-20:23,FR05:28-13:45,SA01:31-02:40,SU00:02-20:50,
HLZRKSNE=MO00:06-05:16,TU05:11-06:15,WE02:10-15:34,TH04:23-19:28,FR06:12-12:40,SA00:08-09:27,SU10:18-19:27,
URGWIGKH=MO01:01-05:07,TU00:19-01:39,WE09:06-11:21,TH04:34-06:37,FR03:19-22:50,SA10:04-13:49,SU00:24-01:31,
MRVPNXVY=MO02:22-07:52,TU02:06-03:44,WE07:02-17:17,TH02:04-07:06,FR00:02-11:18,SA05:02-17:08,SU10:11-18:23,
BHUWUMXH=MO07:00-09:09,TU02:24-03:42,WE11:03-18:04,TH01:20-05:45,FR01:16-04:25,SA02:06-07:09,SU00:01-03:05,
OKFYLXXD=MO07:38-08:54,TU06:54-12:55,WE01:01-04:13,TH03:15-09:33,FR02:28-22:33,SA16:08-19:13,SU00:20-22:41,
XXRTIRYJ=MO03:37-22:46,TU06:00-09:00,WE01:27-03:35,TH00:00-14:09,FR06:14-18:36,SA02:02-03:09,SU14:11-21:13,
CPMNBTMC=MO07:00-09:37,TU03:04-04:42,WE05:04-06:08,TH00:08-14:14,FR04:07-08:38,SA08:04-20:14,SU02:16-03:47,
AQBITQIS=MO03:45-15:52,TU08:01-13:11,WE16:18-18:40,TH03:01-17:21,FR11:19-18:40,SA03:26-20:36,SU16:22-22:31,
EJXCIYQA=MO02:08-06:21,TU04:15-15:29,WE11:11-21:31,TH08:03-15:08,FR01:08-05:37,SA05:13-22:29,SU02:01-05:45,
PHECRBFE=MO02:13-05:22,TU00:38-01:55,WE04:19-07:21,TH08:12-14:50,FR06:02-10:10,SA03:16-08:49,SU03:04-18:05,
USZZGMDP=MO17:00-21:10,TU13:10-20:12,WE15:01-17:34,TH11:17-16:48,FR01:03-02:17,SA11:12-13:15,SU18:32-19:38,
GRZBFUHP=MO03:04-04:43,TU12:10-20:21,WE03:28-14:48,TH03:07-09:09,FR01:02-02:03,SA00:03-02:10,SU00:27-11:28,
ERHDZMVP=MO05:16-13:18,TU03:08-15:26,WE09:23-14:29,TH03:15-07:31,FR04:13-06:17,SA01:18-10:54,SU00:40-10:44,
XWTEIANX=MO01:40-04:44,TU00:44-00:49,WE00:11-00:37,TH04:09-16:17,FR01:38-14:53,SA00:03-02:18,SU01:00-02:00,
KEWKELDL=MO07:01-10:03,TU00:07-00:33,WE03:11-22:16,TH05:34-10:56,FR00:10-01:16,SA00:00-15:32,SU00:32-00:36,
VXHCYDJX=MO00:04-17:23,TU04:09-06:21,WE11:00-22:00,TH00:06-00:28,FR02:20-04:22,SA02:11-05:17,SU21:34-22:41,
HPQMDONK=MO03:18-08:51,TU05:00-14:01,WE10:00-14:00,TH00:05-14:12,FR13:04-14:48,SA03:09-06:26,SU00:02-01:10,
AFIRSEOO=MO02:28-20:45,TU05:08-06:28,WE15:01-16:13,TH10:30-13:51,FR07:38-18:51,SA01:12-09:29,SU04:04-07:14,
ZHHVXXXX=MO10:09-17:10,TU02:01-03:18,WE20:04-22:11,TH03:08-14:22,FR14:01-15:02,SA00:05-12:09,SU02:26-03:33,
JQUXIXXV=MO02:00-16:00,TU02:15-03:51,WE02:09-04:55,TH00:17-22:22,FR00:03-03:27,SA04:09-22:11,SU01:00-19:49,
WJSIEQKA=MO03:13-04:29,TU07:26-19:43,WE20:19-21:25,TH06:32-22:35,FR10:02-12:03,SA01:17-13:20,SU04:29-08:38,
LBJKTXXI=MO08:00-20:04,TU07:16-12:28,WE00:29-02:39,TH01:06-02:09,FR13:36-21:53,SA00:38-05:49,SU06:14-08:29,
CHKXXBUB=MO13:09-15:30,TU10:01-19:22,WE09:33-17:37,TH12:07-14:17,FR02:47-03:53,SA01:06-08:08,SU00:51-10:56,
EKOMLXAD=MO06:29-07:30,TU03:14-18:23,WE03:04-08:30,TH02:14-13:19,FR19:06-20:14,SA10:34-16:43,SU06:23-14:27,
DLLXWLPA=MO01:00-04:02,TU04:11-06:54,WE11:01-12:13,TH17:18-20:55,FR02:15-05:52,SA09:01-16:03,SU01:23-18:37,
VBRZAGKI=MO00:04-12:06,TU06:07-13:47,WE01:02-03:06,TH03:06-04:39,FR04:08-21:31,SA00:26-04:31,SU00:13-06:24,
DIGIEKDX=MO00:23-01:32,TU05:38-21:46,WE13:25-20:55,TH12:33-14:38,FR01:07-16:12,SA17:15-19:37,SU12:12-19:31,
GFUCXYVK=MO10:00-16:05,TU03:14-06:18,WE06:14-19:48,TH02:03-08:06,FR00:15-07:22,SA03:34-05:40,SU00:11-10:53,
LCTLYRCT=MO00:27-00:45,TU17:05-18:31,WE04:00-05:39,TH19:38-20:54,FR00:03-00:04,SA04:09-05:27,SU07:04-13:13,
NXLGJAFN=MO00:00-04:14,TU00:16-22:26,WE07:25-10:43,TH01:04-02:28,FR03:03-04:05,SA07:00-12:03,SU04:16-06:20,
GPYKJEZK=MO06:19-11:37,TU10:17-15:26,WE02:02-19:33,TH05:52-09:54,FR08:14-13:36,SA10:03-14:05,SU02:31-14:53,
MZGLBCTT=MO00:06-01:54,TU14:14-22:16,WE01:10-09:29,TH01:10-11:11,FR00:05-04:28,SA01:46-04:52,SU02:02-12:03,
BWKWEZKA=MO08:04-21:06,TU01:19-08:57,WE00:19-01:32,TH01:01-06:05,FR07:47-09:50,SA02:05-04:10,SU00:20-01:22,
VLVLAXSH=MO07:06-16:36,TU00:25-01:49,WE00:00-11:02,TH01:08-06:11,FR00:00-01:34,SA06:17-08:18,SU02:18-17:44,
RZXKCMAY=MO07:01-11:16,TU04:02-16:55,WE04:34-15:46,TH04:24-18:41,FR00:10-04:18,SA02:11-07:14,SU01:00-11:41,
FVMAQYWR=MO02:11-07:14,TU02:00-05:03,WE10:20-16:28,TH05:00-12:05,FR00:46-02:47,SA00:13-13:43,SU10:02-18:13,
CCOGCJLO=MO05:27-07:29,TU05:01-16:16,WE15:09-16:48,TH07:20-10:23,FR08:19-13:38,SA09:05-13:16,SU05:14-14:28,
SETJMNNK=MO10:17-21:39,TU04:05-08:15,WE04:34-06:57,TH07:39-21:57,FR00:29-07:44,SA01:24-03:53,SU00:00-02:48,
MTTZSOQG=MO02:06-03:08,TU01:03-17:31,WE03:20-06:41,TH09:35-12:38,FR06:00-09:31,SA11:22-21:29,SU00:09-00:14,
ICPTETVE=MO00:19-02:29,TU01:22-20:37,WE00:44-01:49,TH04:03-22:21,FR04:17-11:25,SA09:22-10:25,SU00:03-01:17,
JSNEYKRT=MO02:16-07:48,TU06:03-11:10,WE03:08-04:10,TH00:01-02:20,FR02:03-03:08,SA02:01-03:03,SU01:00-05:06,
XQBASSNA=MO04:09-06:17,TU00:04-03:11,WE10:22-11:46,TH15:03-17:13,FR09:20-19:48,SA17:22-21:30,SU15:39-20:54,
ZFLCBCAP=MO07:01-19:10,TU08:03-09:44,WE10:00-13:01,TH01:11-02:38,FR13:09-20:26,SA13:41-14:47,SU00:04-01:15,
UKLXKDMN=MO00:00-01:01,TU05:20-08:56,WE16:11-18:21,TH12:08-15:14,FR04:08-06:15,SA05:00-13:06,SU14:24-19:51,
QSKSJAOV=MO02:08-07:47,TU15:16-21:24,WE01:42-02:46,TH04:00-19:23,FR12:28-16:38,SA07:19-17:36,SU00:03-02:35,
QIEQJSGX=MO08:12-15:17,TU04:12-18:31,WE12:41-16:42,TH13:23-17:41,FR08:00-09:00,SA14:21-15:22,SU00:38-01:51,
JOVLAPSL=MO06:15-11:29,TU02:04-03:27,WE02:15-08:42,TH00:02-02:25,FR10:10-14:15,SA13:30-16:49,SU00:02-09:08,
QSQOQUHT=MO16:31-19:42,TU04:10-05:37,WE01:07-02:14,TH05:01-14:36,FR08:09-11:16,SA11:19-17:53,SU03:08-11:13,
UEJMSUNE=MO05:04-19:50,TU13:38-18:53,WE03:24-07:45,TH04:14-17:34,FR18:50-19:58,SA14:07-16:17,SU02:21-08:33,
VETONYMJ=MO11:13-14:50,TU00:03-04:09,WE06:02-18:27,TH05:03-06:16,FR14:02-15:18,SA05:33-14:57,SU05:46-21:48,
ZXKOPELC=MO11:09-22:29,TU04:00-06:01,WE00:34-10:56,TH10:24-11:38,FR11:40-15:58,SA19:02-20:46,SU03:28-10:36,
